,0
0,-1.8705960527978627
1,-0.9133255833475409
2,-0.8626638674192089
3,-0.8109960535257348
4,-0.6798677335793643
5,-0.24651101251277907
6,-0.18937434756345733
7,2.0791541830072156
8,1.1603955303787736
9,1.9703128656411426
10,2.168669005630905
11,2.3463188162082074
12,1.442281113521841
13,0.7129174460026588
14,0.6111392613459924
15,2.031143958881477
16,2.136665113985943
17,1.740257434415073
18,1.4180847749777794
19,1.4434126659753952
20,0.4282242964655337
21,0.263497494844163
22,1.59848488872253
23,0.42732002248181533
24,-0.9596728732811245
25,-1.4335224517402416
26,-1.2786574300007825
27,0.12142898640661826
28,0.2395982192742925
29,-1.1226119049575165
30,-0.4043624022438724
31,-0.13463421439258544
32,-0.6045424707999216
33,-1.266297496015941
34,-0.7512836401046731
35,-0.4541310531732729
36,0.6527642838825929
37,-0.10178652411192635
38,-1.2880587863553683
39,-2.000647815360297
40,-1.1514819050763974
41,-1.3266552022247535
42,-1.5850355234298328
43,-0.7677929668565247
44,-1.1432123834748822
45,-0.6411272097110429
46,0.9677474427444488
47,0.1944403979123447
48,-0.5306891721314161
49,0.8190501315069525
50,-0.11375297862377298
51,0.21604931273971145
52,-0.15622581959627396
53,1.2939414525511768
54,0.32234620837923733
55,-1.009766598357328
56,-0.18711452247348648
57,0.1054910734614597
58,0.8459256988058323
59,1.0407716640261946
60,2.347150348801705
61,1.0895049345646484
62,1.0159451175371403
63,-0.4900476853957756
64,-0.040393557362993826
65,0.49231411503429384
66,0.5283196103179122
67,-0.8352589753810464
68,-1.033807247468845
69,1.328450492499659
70,0.763666716466958
71,-0.735225539954024
72,0.46568573337789776
73,1.010544730265445
74,0.7835228570592292
75,-1.0443274950516979
76,0.872328885480585
77,-0.02638906774823857
78,-0.6875013531556036
79,-0.1301102065183406
80,-1.0594925131729658
81,0.5303401486205837
82,-1.639641175375198
83,-1.9382357469075282
84,1.1538821029151511
85,-0.8467488861666759
86,0.12039133101876776
87,0.20283562641251465
88,-0.18315522824779637
89,-0.191086592392212
90,-0.04204838705892447
91,1.3440053247883803
92,1.3910906320402938
93,0.3979413052542663
94,0.15644363734069025
95,1.3637296031823025
96,0.06843233285712813
97,1.395186439694326
98,1.815739621639388
99,2.060525799907879
100,1.1615614780925765
101,2.5430809907955574
102,1.338493738617069
103,1.3440326200373218
104,0.26461622966529963
105,-1.104461851764611
106,-3.420504230318362
107,-2.0026972456453453
108,-2.5464557037426108
109,-2.093452728377005
110,-1.3307661596733995
111,-1.1941387049194059
112,0.25203758764561535
113,-0.9431425363962327
114,-0.9340595259182142
115,-0.32554074190459603
116,0.012503308834301924
117,-0.20320009688781918
118,-1.9047975207097598
119,-2.3058325342247024
120,-0.4906300663270571
121,-0.2728872312389765
122,-1.1997555651135958
123,-1.8838561546389
124,-0.15196580332841725
125,-1.0072612724726495
126,-0.1597016950721244
127,0.005464971729539442
128,-0.38690700705615044
129,0.3310674411756827
130,1.646324702658987
131,1.4289930616148014
132,1.3254775422309768
133,2.373812489856652
134,1.919014641895216
135,2.6647864996650443
136,2.8998610425723714
137,2.261763989483518
138,1.894318918069756
139,2.1115929164608063
140,3.4077761991895326
141,2.5372344215936384
142,3.7594313262060517
143,3.2621486660595567
144,0.6605010173010535
145,1.5964003774240503
146,0.6229261039442716
147,-0.4247212017217785
148,-0.3103345080706942
149,0.19199499972294085
150,0.2914679911687269
151,0.9309825656432431
152,-0.3767524920772106
153,-0.7485666245744647
154,-1.0218812999228093
155,-1.3700922556295114
156,-0.7132813025388595
157,-1.4102494023785395
158,-1.0645109397871886
159,-1.47616452654287
160,-1.0002721649155246
161,-1.2954157336236887
162,-1.000243611658515
163,-2.423014408330123
164,-2.3179757553098375
165,-2.231727604104165
166,-0.3686385975938773
167,-1.4708532419623594
168,-1.6542106764089248
169,-0.7802537897704054
170,-2.017331646543144
171,-2.7885065525219104
172,-2.112989382708144
173,-2.0323915724074495
174,-1.0305954338629255
175,-0.6808421422066311
176,1.0207866486395782
177,3.0016052987988995
178,1.3933093033245463
179,0.8591918553047048
180,0.665156928542393
181,-0.18149265273144632
182,-0.6715516020741281
183,-0.4486095968139736
184,-0.22981015153128423
185,-2.120643629675949
186,-3.0618154947172114
187,-2.344565787149495
188,-1.0293735748466175
189,1.6025982949703224
190,0.08216443445998256
191,0.48646957388812606
192,-0.6148853503785532
193,0.3487107641817501
194,0.08648024120618694
195,-0.19434875944814498
196,0.4397849653997814
197,-0.6125292051359496
198,-0.5134905331322082
199,-1.6623949654125685
200,-0.8090240642589314
201,-0.8633666208451252
202,-2.2023717448529414
203,-3.191264519988457
204,-2.5848714886818636
205,-1.7108694885849736
206,-2.2705829444647274
207,-2.499664389957486
208,-3.5166271129309354
209,-0.6735858768331928
210,-0.2859403995583916
211,0.7682423469615243
212,-0.8915942176071883
213,-1.040849137994614
214,0.4881416006493383
215,0.4272166785455851
216,0.5164081654524686
217,0.765280603191915
218,-0.8381634919731469
219,-0.6483916815596779
220,0.03234546206212263
221,-0.3720036425076212
222,-2.069338069894892
223,-2.5165006306319455
224,-1.2121617225448844
225,-1.3236724655893417
226,-1.642540652620482
227,-1.4274709186353132
228,-1.9804085278305639
229,-2.03789773171483
230,0.2766813624753288
231,0.5796744562343839
232,0.560029225401676
233,1.15481396671527
234,0.15458601895143653
235,-0.008878561041637895
236,1.8761201907958567
237,0.42018688791871905
238,-0.11002588760195914
239,1.3569010774632113
240,2.015928821896314
241,1.4131081312236449
242,0.9644176257617691
243,1.733056772756619
244,2.0939664972250807
245,0.4915141582899236
246,0.869581333700056
247,0.6772193407310378
248,-0.519334392749367
249,0.2363254253396011
250,0.11799915829884733
251,-0.4188207247481847
252,-2.9875054250484134
253,-1.5391380023458272
254,-2.783699151256644
255,-2.5835933599688135
256,-0.9306196143193086
257,-0.5954292291305842
258,-0.4202910360899777
259,0.38626028686018454
260,0.5079505121443014
261,-0.22257039561590009
262,-0.5639450492274298
263,1.7243701124805242
264,-0.36329171913138536
265,-0.7096052021130536
266,-0.6710257056458879
267,0.9876985453566647
268,0.04917300632876209
269,0.4041505462035727
270,-0.7948793608081003
271,0.1857758299144704
272,1.1356017307477653
273,0.30442825550047525
274,0.8553559989907445
275,1.2927659117305907
276,-1.15117269834861
277,-1.2706246522811386
278,-0.5678032225766486
279,-2.519715978035169
280,-2.8493137010029628
281,-1.6485353209885947
282,-1.9254926326228723
283,-2.856957439332648
284,-1.7480879450702056
285,-1.4911203084530988
286,0.04442228789072944
287,0.24426972629500732
288,-0.18296366093098598
289,-0.6131302301585778
290,1.2730589602506137
291,0.17207684992474015
292,1.1094706389885025
293,2.195904785722616
294,0.974179688377447
295,-0.12976629735443435
296,0.3402271413055158
297,1.1864151667157934
298,0.8327900793358997
299,0.3143174838550708
300,0.25344367945356266
301,0.18793560051665306
302,0.2440835380126984
303,-0.5825576640234056
304,-1.1442932714221536
305,-0.9136437894861877
306,-0.5219196965320128
307,-0.9266763927145261
308,-1.1737706576404399
309,-1.5520174415422108
310,-2.921357341123016
311,-2.4749279800850643
312,-2.731998252105603
313,-2.5759150759073246
314,-0.6266014841920251
315,0.6031464679461891
316,-0.5396169470006983
317,-0.35082416346124884
318,-0.1895976576363898
319,-1.2131452636682456
320,-0.49997423818144054
321,0.17857020224710685
322,1.6255637281685058
323,1.0601539109724571
324,-1.0240127082466568
325,-1.4721819812615409
326,-0.3906434156520521
327,-0.07092180234881834
328,-0.5977924155478647
329,-1.9296118683311252
330,-3.4005223564338025
331,-3.3187953587909798
332,-3.0236017165412363
333,-2.0494411383982003
334,-2.4025269867892765
335,-0.913273732365473
336,-2.184183635716823
337,-1.158762551250347
338,-1.565406628138255
339,-1.14316564632132
340,-1.7091068173660644
341,-1.3165411526078425
342,-1.9694366578428313
343,-2.5803091781923575
344,-2.7927007888290865
345,-1.2334444084820255
346,0.04641772325391125
347,0.033028230421728894
348,1.5282460273920069
349,2.144071719891139
350,2.817474108825837
351,0.4449457593070416
352,-0.12434980251877908
353,0.9695544421216475
354,0.6057362159835514
355,-0.8360124735748168
356,0.640691570085235
357,2.1411521214500597
358,3.239028100690326
359,2.1891025800765798
360,2.916132148049269
361,2.182411170927242
362,0.9435392688988182
363,0.01671765573785855
364,2.217421164116851
365,3.346421830047131
366,0.682884758931495
367,2.4472475692091122
368,3.0300626534454658
369,3.4891291788409036
370,3.476512495423782
371,1.8616077389474603
372,-0.5561463523836105
373,-2.064786184138702
374,-1.3825221252580011
375,-0.6191782020844819
376,-0.4340856447124223
377,0.11670778500827239
378,-0.6170647668802386
379,-0.6021046253127963
380,-1.7950547680789724
381,-0.5497423586589043
382,-0.6901178643156898
383,-0.1528831909157598
384,0.36812672078936887
385,0.31267289846592944
386,0.5107535822214606
387,-1.0791307669086787
388,-1.4159634234185134
389,-0.38988065452391085
390,0.21626745678497816
391,1.0669132303878623
392,-0.15243911016034706
393,0.4439250803880372
394,-0.9183570409471538
395,0.03793412671660856
396,0.7539548309692345
397,1.353531565928995
398,2.189785383435411
399,3.6959214189458605
400,3.419795441767419
401,1.5776233759202003
402,2.3372576478773555
403,2.9726934832186536
404,3.279446338668601
405,3.3675218667243887
406,1.981150990093027
407,1.819375677274921
408,1.2430720162150577
409,-0.18857197294058947
410,-0.550408971757074
411,0.8935865142709983
412,0.7399455731779874
413,-1.0553144613935768
414,-2.3347393975549533
415,-1.1138883072708237
416,-1.1128213619430345
417,-0.13819497043715223
418,-0.531573122270049
419,0.06724192857716182
420,1.676094981367493
421,0.5893721462029665
422,0.783615155281046
423,2.5129033667647778
424,1.8314136150341283
425,0.5672494534383055
426,0.027829714243131853
427,-0.5503596229852887
428,-0.33981114411488733
429,0.2342438001630946
430,-0.8384609658079958
431,-0.6915419506810888
432,-1.9565263556897114
433,-1.5898686732595975
434,-0.9642316861565666
435,-1.0754788948393692
436,-1.6371626138345325
437,-1.4889617761880651
438,-0.9473671043240284
439,-0.03690222981273095
440,-0.3548782776725644
441,-0.5714578551497711
442,0.0962719403225768
443,-0.511982968607017
444,-0.6117394983068967
445,-0.9917116576403021
446,-1.544151801040627
447,-0.1284623440700785
448,-0.7560689017234528
449,-0.6131894212018866
450,-0.24837803840253575
451,-0.8143980381525953
452,0.0005090897718912357
453,0.46854786103970647
454,1.1460567548605223
455,1.3298552803701336
456,1.8915169884134908
457,2.9385532518165345
458,0.4131231531380404
459,1.3979348191497005
460,2.565297431767244
461,2.073859102791058
462,2.616660010284806
463,1.5781779094198294
464,2.2948230585525105
465,0.8894666163717261
466,0.21469103152754015
467,0.5478242954609784
468,0.602729119188342
469,0.460961800440988
470,-1.3906285022892548
471,-2.2947719974577145
472,-2.3672954037578227
473,-2.682394086698804
474,-1.2198421785902553
475,-2.2122835186095338
476,-1.4066683434195342
477,-2.1222138348170034
478,-2.1913380760503482
479,-2.914864301540044
480,-3.1549513246361607
481,-2.978539742662592
482,-0.7553136542861985
483,-0.2811999188455395
484,-1.8087643191532128
485,-2.4170252919192867
486,-2.0127313105786993
487,-1.750576516738317
488,-0.9262882057766808
489,0.1793191173781139
490,-0.20983163541497712
491,-1.3042772791430854
492,-2.0714357494374758
493,-1.3408281416995138
494,-0.0011052621518394812
495,-0.9024202784563662
496,-1.2626611057408494
497,-0.6552147114138896
498,-0.22763627854973562
499,-1.0798638389819908
500,0.35107116253094417
501,1.3235487611836771
502,2.909377702816735
503,1.7193555757469832
504,1.2708740617981902
505,-0.60833662047798
506,-0.33500387471016013
507,-0.8487165576190214
508,-0.6813956225471757
509,-0.014892262609059348
510,-0.08197443687134326
511,1.0035791247598573
512,1.3313455838291848
513,0.17270916069770426
514,-0.3884855050889169
515,-0.7732189522328187
516,-0.7900377055484145
517,1.7917464988999694
518,1.955363735538089
519,0.793109155823575
520,0.269777004253494
521,0.9541888510978045
522,0.5734687053349262
523,-1.0108448625385893
524,1.0670649843553648
525,1.2373987870783523
526,0.4000495720754069
527,-0.2332347383217575
528,-0.5734265226491215
529,-0.06543800021156282
530,-0.2062487630472341
531,0.3839642396777473
532,1.2636043389835845
533,-0.5133526234787233
534,1.0897641341337494
535,2.0210575946741205
536,2.2484095848930723
537,2.530515166510793
538,2.8098343385641904
539,3.583470305737048
540,1.1963006741804856
541,-0.06506029413477499
542,-1.7085193453398273
543,0.2681404603186024
544,-0.04257026149503387
545,0.941310598651092
546,0.9542425496886893
547,-0.09405860687274359
548,-0.3011269990259344
549,-0.155234188490248
550,-0.17506859701789868
551,-0.014216507888341084
552,0.7790867714514366
553,0.8515355654469867
554,1.2075297923293022
555,1.6165829209106
556,2.231036566831542
557,3.274338940676074
558,1.150956057140481
559,0.89803893495721
560,1.4444754632361685
561,0.5356469789800272
562,-0.5131601970851767
563,-0.18220099096743578
564,1.1899702892094906
565,2.743140191297268
566,-0.20262860106495095
567,-1.3805781324960718
568,-1.5888248568387997
569,-0.546760493507376
570,-0.45166884579293104
571,-0.5708011372167874
572,-0.35696463097494563
573,-0.2524543632554898
574,1.3519951513059016
575,1.0442690426984729
576,2.2261217045453896
577,0.2716059600540963
578,0.9348960560820532
579,0.42122791774168844
580,0.2856917945149723
581,1.724367910689877
582,-0.09059445472909489
583,0.7935671303600196
584,-0.5751821871166457
585,1.5696639963216796
586,0.8577687673478747
587,1.1891314642783215
588,2.1047159540057274
589,1.7506573261537757
590,1.3952133004797356
591,-0.380418175337059
592,1.7691082915479426
593,1.5167577830831536
594,0.9990483000915057
595,1.3694291237608127
596,2.685203539454949
597,1.8274425958842706
598,2.289802044983266
599,1.7197447914156494
600,2.149177337410844
601,0.5126842783136909
602,1.8504399997055345
603,1.8583114188131777
604,2.1126524630291996
605,2.9038695057801345
606,2.2255774539025186
607,2.423353035731927
608,2.1426527457326303
609,0.10318381184416858
610,1.2282382379613377
611,0.5126530513025634
612,-1.6606335946475799
613,-1.318350909987361
614,0.3531770045941305
615,1.3219422667496268
616,-0.3962460869994622
617,-0.044591032537217246
618,1.065813780549107
619,1.5455389923501057
620,1.5315443173264458
621,-0.7088379477665259
622,0.30233115765579766
623,0.1844858042482898
624,1.6246617349268075
625,1.5445021875073857
626,2.462083744388081
627,2.573424315027097
628,0.8237304952516589
629,2.1083529758046886
630,1.7049423579722016
631,-0.5032012816379252
632,0.05885809890391258
633,-0.43072099793512075
634,0.6011980592033077
635,1.197114831687136
636,0.6050157956178146
637,0.9714508923801931
638,0.9136539613402314
639,2.074314989301257
640,2.2036791708185186
641,0.8352653079732074
642,-0.12400152373799556
643,-1.9359094108947323
644,-2.5232603776575226
645,-0.5296383968043901
646,-1.1527710863073835
647,-0.5493569758656851
648,1.582324568914304
649,0.11367918380628295
650,-0.377988898288466
651,1.0526133975199656
652,0.5349078373613965
653,1.1958924249296157
654,0.6036000318083194
655,-0.0812577023891689
656,-1.129977957542913
657,-0.27288304920504614
